taxid|organism_name|assembly_accession|intraspecific_name|status
2209|Methanosarcina mazei|GCF_000979015.1||skipped
2209|Methanosarcina mazei|GCF_000979025.1||skipped
2209|Methanosarcina mazei|GCF_000979035.1||skipped
2209|Methanosarcina mazei|GCF_000979045.1||skipped
2209|Methanosarcina mazei|GCF_000979095.1||skipped
2209|Methanosarcina mazei|GCF_000979105.1||skipped
2209|Methanosarcina mazei|GCF_000979115.1||skipped
2209|Methanosarcina mazei|GCF_000979125.1||skipped
2209|Methanosarcina mazei|GCF_000979175.1||skipped
2209|Methanosarcina mazei|GCF_000979185.1||skipped
2209|Methanosarcina mazei|GCF_000979195.1||skipped
2209|Methanosarcina mazei|GCF_000979205.1||skipped
2209|Methanosarcina mazei|GCF_000979255.1||skipped
2209|Methanosarcina mazei|GCF_000979265.1||skipped
2209|Methanosarcina mazei|GCF_000979275.1||skipped
2209|Methanosarcina mazei|GCF_000979335.1||skipped
2209|Methanosarcina mazei|GCF_000979345.1||skipped
2209|Methanosarcina mazei|GCF_000979375.1||skipped
2209|Methanosarcina mazei|GCF_000979495.1||skipped
2209|Methanosarcina mazei|GCF_000979505.1||skipped
2209|Methanosarcina mazei|GCF_000979515.1||skipped
2209|Methanosarcina mazei|GCF_000979555.1||skipped
2209|Methanosarcina mazei|GCF_000979575.1||skipped
2209|Methanosarcina mazei|GCF_000979585.1||skipped
2209|Methanosarcina mazei|GCF_000979595.1||skipped
2209|Methanosarcina mazei|GCF_000979635.1||skipped
2209|Methanosarcina mazei|GCF_000979655.1||skipped
2209|Methanosarcina mazei|GCF_000979665.1||skipped
2209|Methanosarcina mazei|GCF_000979675.1||skipped
2209|Methanosarcina mazei|GCF_000979685.1||skipped
2209|Methanosarcina mazei|GCF_000979735.1||skipped
2209|Methanosarcina mazei|GCF_000979745.1||skipped
2209|Methanosarcina mazei|GCF_000979755.1||skipped
2209|Methanosarcina mazei|GCF_000979765.1||skipped
2209|Methanosarcina mazei|GCF_000979815.1||skipped
2209|Methanosarcina mazei|GCF_000979825.1||skipped
2209|Methanosarcina mazei|GCF_000979845.1||skipped
2209|Methanosarcina mazei|GCF_000979855.1||skipped
2209|Methanosarcina mazei|GCF_000979895.1||skipped
2209|Methanosarcina mazei|GCF_000979915.1||skipped
2209|Methanosarcina mazei|GCF_000979925.1||skipped
2209|Methanosarcina mazei|GCF_000979935.1||skipped
2209|Methanosarcina mazei|GCF_000979995.1||skipped
2209|Methanosarcina mazei|GCF_000980005.1||skipped
2209|Methanosarcina mazei|GCF_000980025.1||skipped
2209|Methanosarcina mazei|GCF_000980055.1||skipped
2209|Methanosarcina mazei|GCF_000980075.1||skipped
2209|Methanosarcina mazei|GCF_000980085.1||skipped
2209|Methanosarcina mazei|GCF_000980105.1||skipped
2209|Methanosarcina mazei|GCF_000980135.1||skipped
2209|Methanosarcina mazei|GCF_000980155.1||skipped
2209|Methanosarcina mazei|GCF_000980175.1||skipped
2209|Methanosarcina mazei|GCF_005485005.1||skipped
2209|Methanosarcina mazei|GCF_010706455.1||skipped
2210|Methanosarcina thermophila|GCF_900116525.1||active
2226|Methanococcoides methylutens|GCF_000765475.1||active
2226|Methanococcoides methylutens|GCF_900773915.1|DSM2657|skipped
2234|Archaeoglobus fulgidus|GCF_900069765.1|Archaeoglobus_fulgidus_oil|active
2242|Halobacterium salinarum|GCF_004799605.1||active
2242|Halobacterium salinarum|GCF_014202515.1||skipped
2246|Haloferax volcanii|GCF_007714225.1||active
2247|Halorubrum lacusprofundi|GCF_002215285.1||active
2247|Halorubrum lacusprofundi|GCF_002215305.1||skipped
2248|Halorubrum saccharovorum|GCF_000700025.1||active
2265|Thermococcus litoralis|GCF_900064395.1|Thermococcus_litoralis_oil|active
2283|Acidianus ambivalens|GCF_009428885.1||active
2283|Acidianus ambivalens|GCF_009729015.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001481595.1||active
2285|Sulfolobus acidocaldarius|GCF_001481635.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001559955.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001559965.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001559975.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001559985.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560035.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560045.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560065.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560085.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560115.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560125.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560135.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560165.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560195.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560205.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560215.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560245.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560275.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560285.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560305.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560315.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560355.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560375.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560385.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560405.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560435.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560455.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560465.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560485.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560515.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560525.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560555.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560565.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560595.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560605.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560635.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560645.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560675.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560685.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560715.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560725.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560755.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560765.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560795.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560815.1||skipped
2285|Sulfolobus acidocaldarius|GCF_001560835.1||skipped
2285|Sulfolobus acidocaldarius|GCF_002215405.1||skipped
2285|Sulfolobus acidocaldarius|GCF_002215445.1||skipped
2285|Sulfolobus acidocaldarius|GCF_002215485.1||skipped
2285|Sulfolobus acidocaldarius|GCF_002215525.1||skipped
2285|Sulfolobus acidocaldarius|GCF_002215565.1||skipped
2285|Sulfolobus acidocaldarius|GCF_007996945.1||skipped
2287|Saccharolobus solfataricus|GCF_000968355.2||active
2287|Saccharolobus solfataricus|GCF_000968395.2||skipped
2287|Saccharolobus solfataricus|GCF_000968435.2|98/2|skipped
2287|Saccharolobus solfataricus|GCF_003852095.1||skipped
2287|Saccharolobus solfataricus|GCF_003852115.1||skipped
2287|Saccharolobus solfataricus|GCF_003852135.1||skipped
2287|Saccharolobus solfataricus|GCF_003852155.1||skipped
2287|Saccharolobus solfataricus|GCF_003852175.1||skipped
2287|Saccharolobus solfataricus|GCF_003852195.1||skipped
2287|Saccharolobus solfataricus|GCF_003852215.1||skipped
2287|Saccharolobus solfataricus|GCF_900079115.1||skipped
2309|Pyrodictium occultum|GCF_001462395.1||active
2317|Methanosphaera stadtmanae|GCF_003265405.1||active
2317|Methanosphaera stadtmanae|GCF_902384015.1|MGYG-HGUT-02164|skipped
12915|Acidianus infernus|GCF_009729545.1||active
13773|Pyrobaculum aerophilum|GCF_003400025.1||active
13773|Pyrobaculum aerophilum|GCF_003400145.1||skipped
28442|Haloarcula vallismortis|GCF_900106715.1||active
28892|Methanofollis liminatans DSM 4140|GCF_000275865.1||active
29284|Halorubrum trapanicum|GCF_002355655.1||active
29284|Halorubrum trapanicum|GCF_017873555.1||skipped
29540|Natrialba asiatica DSM 12278|GCF_000337555.1||active
35743|Halorubrum sodomense|GCF_900111935.1||active
35746|Haloferax gibbonsii|GCF_001190965.1||active
35746|Haloferax gibbonsii|GCF_014969745.1||skipped
38023|Methanolobus bombayensis|GCF_017873415.1||active
38026|Methanolobus vulcani|GCF_006546655.1||active
38026|Methanolobus vulcani|GCF_900100715.1||skipped
39152|Methanococcus maripaludis|GCF_002945325.1||active
39152|Methanococcus maripaludis|GCF_003052125.1||skipped
39152|Methanococcus maripaludis|GCF_013760955.1||skipped
39152|Methanococcus maripaludis|GCF_013761045.1||skipped
39152|Methanococcus maripaludis|GCF_013761055.1||skipped
39152|Methanococcus maripaludis|GCF_013761085.1||skipped
39152|Methanococcus maripaludis|GCF_013761105.1||skipped
39152|Methanococcus maripaludis|GCF_013761135.1||skipped
39152|Methanococcus maripaludis|GCF_013761165.1||skipped
39152|Methanococcus maripaludis|GCF_013761205.1||skipped
39152|Methanococcus maripaludis|GCF_013761225.1||skipped
39152|Methanococcus maripaludis|GCF_014203295.1||skipped
39152|Methanococcus maripaludis|GCF_014207315.1||skipped
39152|Methanococcus maripaludis|GCF_014207325.1||skipped
39152|Methanococcus maripaludis|GCF_016907005.1||skipped
39152|Methanococcus maripaludis|GCF_017875815.1||skipped
39664|Methanohalophilus portucalensis|GCF_002761295.1||active
41673|Acidianus brierleyi|GCF_003201835.2||active
41675|Stygiolobus azoricus|GCF_009729035.1||active
43080|Sulfolobus islandicus|GCF_016415645.1||active
43080|Sulfolobus islandicus|GCF_016415665.1||skipped
43687|Metallosphaera sedula|GCF_000747605.1||active
43687|Metallosphaera sedula|GCF_001266655.1||skipped
43687|Metallosphaera sedula|GCF_001266675.1||skipped
43687|Metallosphaera sedula|GCF_001266695.1||skipped
43687|Metallosphaera sedula|GCF_001266715.1||skipped
43687|Metallosphaera sedula|GCF_001266735.1||skipped
43776|Haloarcula argentinensis|GCF_012726115.1||active
43928|Halobaculum gomorrense|GCF_900129775.1||active
44930|Natronobacterium gregoryi|GCF_900114025.1||active
47304|Metallosphaera prunae|GCF_005222525.1||active
47311|Methanobrevibacter cuticularis|GCF_001639285.1||active
49339|Methanothermobacter defluvii|GCF_003385755.1||active
49547|Methanobrevibacter curvatus|GCF_001639295.1||active
49899|Thermococcus profundus|GCF_002214585.1||active
49900|Thermococcus stetteri|GCF_017873335.1||active
51203|Methanohalophilus euhalobius|GCF_002973515.1||active
51203|Methanohalophilus euhalobius|GCF_003722155.1||skipped
51203|Methanohalophilus euhalobius|GCF_004340645.1||skipped
51203|Methanohalophilus euhalobius|GCF_900215215.1||skipped
51589|Haloarcula hispanica|GCF_004150385.1||active
51589|Haloarcula hispanica|GCF_008729095.1||skipped
51589|Haloarcula hispanica|GCF_902209435.1|KTF12|skipped
53952|Thermococcus peptonophilus|GCF_001592435.1||active
54077|Thermococcus barossii|GCF_002214465.1||active
54254|Thermosphaera aggregans|GCF_014962245.1||active
54262|Thermococcus chitonophagus|GCF_002214605.1||active
54262|Thermococcus chitonophagus|GCF_900012635.1|1|skipped
55758|Methanobrevibacter filiformis|GCF_001639265.1||active
55802|Thermococcus barophilus|GCF_001433455.1||active
56636|Aeropyrum pernix|GCF_004323575.1||active
57705|Halomicrobium mukohataei|GCF_003992375.1||active
57705|Halomicrobium mukohataei|GCF_004803735.1||skipped
57705|Halomicrobium mukohataei|GCF_012726095.1||skipped
59277|Methanobacterium subterraneum|GCF_002813655.1||active
59277|Methanobacterium subterraneum|GCF_002813695.1||skipped
59277|Methanobacterium subterraneum|GCF_012933645.1|HO_2020|skipped
60847|Halogeometricum borinquense|GCF_004150395.1||active
60847|Halogeometricum borinquense|GCF_010692885.1||skipped
61858|Natronorubrum bangense|GCF_004799645.1||active
62609|Thermocladium modestius|GCF_014646535.1||active
63740|Halorubrum vacuolatum|GCF_900188065.1||active
64091|Halobacterium salinarum NRC-1|GCF_000006805.1||active
66851|Methanobrevibacter oralis|GCF_001639275.1||active
66851|Methanobrevibacter oralis|GCF_900289035.1||skipped
66851|Methanobrevibacter oralis|GCF_902384065.1|MGYG-HGUT-02162|skipped
69014|Thermococcus kodakarensis KOD1|GCF_000009965.1||active
69527|Natrinema pallidum|GCF_005890195.1||active
69656|Sulfurisphaera ohwakuensis|GCF_009729055.1||active
69656|Sulfurisphaera ohwakuensis|GCF_014202105.1||skipped
70601|Pyrococcus horikoshii OT3|GCF_000011105.1||active
71997|Thermococcus gorgonarius|GCF_002214385.1||active
71998|Thermococcus pacificus|GCF_002214485.1||active
72803|Thermococcus siculi|GCF_002214505.1||active
74969|Ferroplasma acidiphilum|GCF_002078355.1||active
74969|Ferroplasma acidiphilum|GCF_013133875.1||skipped
79929|Methanothermobacter marburgensis str. Marburg|GCF_000145295.1||active
81417|Methanofollis tationis|GCF_013377755.1||active
83986|Methanoculleus bourgensis|GCF_900036045.1|Methanoculleus sp MAB1|active
88724|Natrinema versiforme|GCF_005576615.1||active
91560|Methanimicrococcus blatticola|GCF_004363215.1||active
113653|Geoglobus ahangari|GCF_001006045.1||active
114529|Haloferax alexandrinus|GCF_010692905.1||active
114529|Haloferax alexandrinus|GCF_012726105.1||skipped
118062|Methanobacterium congolense|GCF_900095295.1|Buetzberg|active
118126|Methanoculleus chikugoensis|GCF_900095385.1|L21-II-0|active
121277|Pyrobaculum arsenaticum|GCF_013414235.1||active
122420|Thermococcus sp. P6|GCF_002214525.1||active
145262|Methanothermobacter thermautotrophicus|GCF_014889545.1||active
148448|Halobiforma haloterrestris|GCF_900112205.1||active
148449|Halopiger aswanensis|GCF_003610195.1||active
163002|Thermococcus sp. 9N3|GCF_012027685.1||active
163003|Thermococcus cleftensis|GCF_000265525.1||active
163006|Thermococcus sp. CX2|GCF_012027555.1||active
178306|Pyrobaculum aerophilum str. IM2|GCF_000007225.1||active
182779|Haloarcula quadrata|GCF_003634715.1||active
186497|Pyrococcus furiosus DSM 3638|GCF_000007305.1||active
186497|Pyrococcus furiosus DSM 3638|GCF_008245085.1||skipped
187420|Methanothermobacter thermautotrophicus str. Delta H|GCF_000008645.1||active
187880|Thermococcus radiotolerans|GCF_002214565.1||active
188937|Methanosarcina acetivorans C2A|GCF_000007345.1||active
190192|Methanopyrus kandleri AV19|GCF_000007185.1||active
190974|Methanobrevibacter gottschalkii|GCF_900109595.1||active
190975|Methanobrevibacter thaueri|GCF_003111625.1||active
190976|Methanobrevibacter woesei|GCF_003111605.1||active
192952|Methanosarcina mazei Go1|GCF_000007065.1||active
195522|Thermococcus nautili|GCF_000585495.1||active
213585|Methanosarcina mazei S-6|GCF_000970205.1||active
222984|Natrinema altunense|GCF_000731985.1||active
222984|Natrinema altunense|GCF_004209855.1||skipped
224325|Archaeoglobus fulgidus DSM 4304|GCF_000008665.1||active
224719|Methanobrevibacter sp. AbM4|GCF_000404165.1||active
227598|Thermococcus celericrescens|GCF_001484195.1||active
230356|Methanolacinia paynteri|GCF_000784355.1||active
230361|Methanobrevibacter millerae|GCF_001477655.1||active
230361|Methanobrevibacter millerae|GCF_900103415.1||skipped
243232|Methanocaldococcus jannaschii DSM 2661|GCF_000091665.1||active
246969|Thermococcus sp. AM4|GCF_000151205.2||active
253108|Natronolimnobius baerhuensis|GCF_002177135.1||active
255616|Haloferax sulfurifontis|GCF_014635105.1||active
259564|Methanococcoides burtonii DSM 6242|GCF_000013725.1||active
261290|Halorubrum alkaliphilum|GCF_017873815.1||active
261291|Halorubrum xinjiangense|GCF_900102375.1||active
263820|Picrophilus torridus DSM 9790|GCF_000008265.1||active
267368|Halorubrum terrestre|GCF_009856205.1||active
267368|Halorubrum terrestre|GCF_009856455.1||skipped
267377|Methanococcus maripaludis S2|GCF_000011585.1||active
268735|Halonotius pteroides|GCF_003605635.1||active
268739|Natronomonas moolapensis 8.8.11|GCF_000591055.1||active
272557|Aeropyrum pernix K1|GCF_000011125.1||active
272569|Haloarcula marismortui ATCC 43049|GCF_000011085.1||active
272569|Haloarcula marismortui ATCC 43049|GCF_005310945.1||skipped
272844|Pyrococcus abyssi GE5|GCF_000195935.2||active
273057|Saccharolobus solfataricus P2|GCF_000007005.1||active
273063|Sulfurisphaera tokodaii str. 7|GCF_000011205.1||active
273075|Thermoplasma acidophilum DSM 1728|GCF_000195915.1||active
273116|Thermoplasma volcanium GSS1|GCF_000011185.1||active
277988|Thermococcus thioreducens|GCF_001418715.1||active
277988|Thermococcus thioreducens|GCF_002214545.1||skipped
277988|Thermococcus thioreducens|GCF_900109425.1||skipped
282676|Acidianus manzaensis|GCF_002116695.1||active
294671|Methanobrevibacter olleyae|GCF_001563245.1||active
294671|Methanobrevibacter olleyae|GCF_900114585.1||skipped
301967|Haloterrigena saccharevitans|GCF_001953745.1||active
302484|Haloferax larsenii|GCF_900109695.1||active
304371|Methanocella paludicola SANAE|GCF_000011005.1||active
308853|Natronorubrum thiooxidans|GCF_900156475.1||active
309800|Haloferax volcanii DS2|GCF_000025685.1||active
309800|Haloferax volcanii DS2|GCF_000337315.1||skipped
312540|Acidiplasma cupricumulans|GCF_001402935.1||active
323259|Methanospirillum hungatei JF-1|GCF_000013445.1||active
330779|Sulfolobus acidocaldarius DSM 639|GCF_000012285.1||active
333146|Ferroplasma acidarmanus fer1|GCF_000152265.2||active
335819|Halorubrum chaoviator|GCF_002379115.1||active
335819|Halorubrum chaoviator|GCF_900188075.1||skipped
337243|Halorubrum ezzemoulense|GCF_002252725.1||active
337243|Halorubrum ezzemoulense|GCF_002252805.1||skipped
337243|Halorubrum ezzemoulense|GCF_002252815.1||skipped
337243|Halorubrum ezzemoulense|GCF_002252835.1||skipped
337243|Halorubrum ezzemoulense|GCF_002252875.1||skipped
337243|Halorubrum ezzemoulense|GCF_004126515.1||skipped
339860|Methanosphaera stadtmanae DSM 3091|GCF_000012545.1||active
340102|Pyrobaculum arsenaticum DSM 13514|GCF_000016385.1||active
342949|Pyrococcus sp. NA2|GCF_000211475.1||active
348780|Natronomonas pharaonis DSM 2160|GCF_000026045.1||active
348826|Natronorubrum aibiense|GCF_009392895.1||active
349307|Methanothrix thermoacetophila PT|GCF_000014945.1||active
351160|Methanocella arvoryzae MRE50|GCF_000063445.1||active
355548|Halobacterium jilantaiense|GCF_900110535.1||active
358396|Halobiforma lacisalsi AJ5|GCF_000226975.2||active
358396|Halobiforma lacisalsi AJ5|GCF_000336655.1||skipped
362976|Haloquadratum walsbyi DSM 16790|GCF_000009185.1||active
368407|Methanoculleus marisnigri JR1|GCF_000015825.1||active
368408|Thermofilum pendens Hrk 5|GCF_000015225.1||active
368624|Halorubrum lipolyticum|GCF_902377425.1|MGYG-HGUT-01693|active
370324|Haloterrigena longa|GCF_017352095.1||active
373386|Natrinema ejinorense|GCF_002494345.1||active
374847|Candidatus Korarchaeum cryptofilum OPF8|GCF_000019605.1||active
381852|Haloferax prahovense|GCF_000723845.1||active
384616|Pyrobaculum islandicum DSM 4184|GCF_000015205.1||active
386456|Methanobacterium arcticum|GCF_000746075.1||active
387340|Halorubrum aquaticum|GCF_900113615.1||active
387631|Archaeoglobus sulfaticallidus PM70-1|GCF_000385565.1||active
387957|Methanobrevibacter sp. 87.7|GCF_002208625.1||active
391623|Thermococcus barophilus MP|GCF_000151105.2||active
392421|Haloterrigena hispanica|GCF_004217335.1||active
392421|Haloterrigena hispanica|GCF_900101245.1||skipped
392421|Haloterrigena hispanica|GCF_900111485.1||skipped
397948|Caldivirga maquilingensis IC-167|GCF_000018305.1||active
399550|Staphylothermus marinus F1|GCF_000015945.1||active
399579|Thermogymnomonas acidicola|GCF_014646795.1||active
402880|Methanococcus maripaludis C5|GCF_000016125.1||active
406327|Methanococcus vannielii SB|GCF_000017165.1||active
406552|Natrinema sp. J7-2|GCF_000281695.1||active
408577|Methanobacterium veterum|GCF_000745485.1||active
410358|Methanocorpusculum labreanum Z|GCF_000015765.1||active
410359|Pyrobaculum calidifontis JCM 11548|GCF_000015805.1||active
413815|Halorubrum cibi|GCF_900182635.1||active
413816|Halorubrum halophilum|GCF_000739595.1||active
413816|Halorubrum halophilum|GCF_008806895.1||skipped
415426|Hyperthermus butylicus DSM 5456|GCF_000015145.1||active
416348|Halorubrum lacusprofundi ATCC 49239|GCF_000022205.1||active
419665|Methanococcus aeolicus Nankai-3|GCF_000017185.1||active
419942|Sulfolobus islandicus Y.N.15.51|GCF_000022485.1||active
420247|Methanobrevibacter smithii ATCC 35061|GCF_000016525.1||active
425944|Sulfolobus islandicus L.D.8.5|GCF_000024305.1||active
426118|Sulfolobus islandicus M.16.4|GCF_000022445.1||active
427317|Sulfolobus islandicus M.14.25|GCF_000022405.1||active
427318|Sulfolobus islandicus M.16.27|GCF_000022425.1||active
429572|Sulfolobus islandicus L.S.2.15|GCF_000022385.1||active
436308|Nitrosopumilus maritimus SCM1|GCF_000018465.1||active
439386|Sulfolobus islandicus Y.G.57.14|GCF_000022465.1||active
439481|Aciduliprofundum boonei T469|GCF_000025665.1||active
439481|Aciduliprofundum boonei T469|GCF_000151085.1||skipped
444157|Pyrobaculum neutrophilum V24Sta|GCF_000019805.1||active
453591|Ignicoccus hospitalis KIN4/I|GCF_000017945.1||active
456442|Methanoregula boonei 6A8|GCF_000017625.1||active
469382|Halogeometricum borinquense DSM 11551|GCF_000172995.2||active
469382|Halogeometricum borinquense DSM 11551|GCF_000337855.1||skipped
478009|Halobacterium salinarum R1|GCF_000069025.1||active
483214|Methanobrevibacter smithii DSM 2375|GCF_000151245.1||active
485914|Halomicrobium mukohataei DSM 12286|GCF_000023965.1||active
487685|Methanolobus profundi|GCF_900114835.1||active
488124|Methanofollis ethanolicus|GCF_001571385.1||active
489911|Halarchaeum rubridurum|GCF_014647115.1||active
489911|Halarchaeum rubridurum|GCF_017873775.1||skipped
489913|Halarchaeum nitratireducens|GCF_014647155.1||active
490899|Desulfurococcus amylolyticus 1221n|GCF_000020905.1||active
498846|Candidatus Korarchaeum cryptofilum|GCF_003948265.1||active
507754|Acidiplasma aeolicum|GCF_001399695.1||active
507754|Acidiplasma aeolicum|GCF_001402945.1||skipped
519442|Halorhabdus utahensis DSM 12940|GCF_000023945.1||active
521002|Methanobrevibacter smithii DSM 2374|GCF_000151225.1||active
521011|Methanosphaerula palustris E1-9c|GCF_000021965.1||active
523841|Haloferax mediterranei ATCC 33500|GCF_000306765.2||active
523841|Haloferax mediterranei ATCC 33500|GCF_000337295.1||skipped
523841|Haloferax mediterranei ATCC 33500|GCF_000685635.1||skipped
523841|Haloferax mediterranei ATCC 33500|GCF_005406325.1||skipped
523843|Methanohalophilus portucalensis FDF-1|GCF_001888095.1||active
